Date,Time,pH,NTU,Temperature(C)
20/04/2025,20:48:20,7.57,180,31.56
20/04/2025,20:48:22,7.57,180,31.56
20/04/2025,20:48:24,7.57,180,31.56
20/04/2025,20:48:25,7.57,170,31.62
20/04/2025,20:48:27,7.57,170,31.56
20/04/2025,20:48:29,7.57,170,31.62
20/04/2025,20:48:30,7.57,170,31.56
20/04/2025,20:48:32,7.57,170,31.56
20/04/2025,20:48:33,7.57,170,31.56
20/04/2025,20:48:35,7.57,170,31.56
20/04/2025,20:48:37,7.56,170,31.56
20/04/2025,20:48:38,7.57,170,31.56
20/04/2025,20:48:40,7.57,170,31.56
20/04/2025,20:48:41,7.57,170,31.56
20/04/2025,20:48:43,7.57,170,31.56
20/04/2025,20:48:45,7.57,170,31.56
20/04/2025,20:48:46,7.57,170,31.56
20/04/2025,20:48:48,7.57,170,31.56
20/04/2025,20:48:49,7.57,170,31.56
20/04/2025,20:48:51,7.57,170,31.56
20/04/2025,20:48:53,7.57,170,31.56
20/04/2025,20:48:54,7.57,170,31.56
20/04/2025,20:48:56,7.57,170,31.56
20/04/2025,20:48:58,7.57,170,31.56
20/04/2025,20:48:59,7.57,170,31.56
20/04/2025,20:49:01,7.57,170,31.56
20/04/2025,20:49:02,7.57,170,31.56
20/04/2025,20:49:04,7.57,170,31.56
20/04/2025,20:49:06,7.57,170,31.56
20/04/2025,20:49:07,7.56,170,31.56
20/04/2025,20:49:09,7.57,180,31.56
20/04/2025,20:49:10,7.57,170,31.62
20/04/2025,20:49:12,7.57,170,31.56
20/04/2025,20:49:14,7.57,170,31.56
20/04/2025,20:49:15,7.57,170,31.56
20/04/2025,20:49:17,7.57,180,31.56
20/04/2025,20:49:18,7.57,170,31.5
20/04/2025,20:49:20,7.57,170,31.56
20/04/2025,20:49:22,7.57,170,31.56
20/04/2025,20:49:23,7.57,170,31.56
20/04/2025,20:49:25,7.56,170,31.56
20/04/2025,20:49:27,7.57,180,31.56
20/04/2025,20:49:28,7.57,170,31.56
20/04/2025,20:49:30,7.57,170,31.56
20/04/2025,20:49:31,7.57,170,31.56
20/04/2025,20:49:33,7.57,170,31.56
20/04/2025,20:49:35,7.57,170,31.56
20/04/2025,20:49:36,7.57,170,31.56
20/04/2025,20:49:38,7.57,180,31.56
20/04/2025,20:49:39,7.57,170,31.5
20/04/2025,20:49:41,7.57,170,31.56
